"B_ChannelType";"B_Frequency";"B_LNBNumber";"B_Modulation";"B_Onid";"B_Polarization";"B_ServiceType";"B_Sid";"B_SymbolRate";"B_SystemHidden";"B_Tsid";"H_New_ChannelNumber";"S_ChannelLock";"S_ChannelName";"S_ChannelName_ascii";"S_ChannelNumber";"S_FavoriteNumber";"S_LogoID";"S_LogoLock";"S_SatelliteName";"S_SatelliteName_ascii";"S_Scramble";"S_UserHidden";"S_UserModifiedLogo";"S_UserModifiedName"
"3";"12551";"52";"0";"1";"1";"1";"12140";"22008";"0";"1108";"139";"0";"0x43 0x00 0x68 0x00 0x65 0x00 0x72 0x00 0x69 0x00 0x65 0x00 0x20 0x00 0x32 0x00 0x35 0x00 ";"Cherie 25";"139";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12551";"52";"0";"1";"1";"1";"12141";"22008";"0";"1108";"140";"0";"0x43 0x00 0x68 0x00 0x65 0x00 0x72 0x00 0x69 0x00 0x65 0x00 0x20 0x00 0x32 0x00 0x35 0x00 ";"Cherie 25";"140";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12031";"52";"0";"133";"0";"1";"24";"27507";"0";"4";"141";"0";"0x43 0x00 0x6C 0x00 0x61 0x00 0x73 0x00 0x73 0x00 0x69 0x00 0x63 0x00 0x61 0x00 ";"Classica";"141";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12633";"52";"0";"1";"0";"1";"12641";"22008";"0";"1113";"142";"0";"0x43 0x00 0x6C 0x00 0x69 0x00 0x70 0x00 0x6D 0x00 0x6F 0x00 0x62 0x00 0x69 0x00 0x6C 0x00 0x65 0x00 ";"Clipmobile";"142";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11973";"52";"0";"1";"1";"1";"28676";"27507";"0";"1078";"143";"0";"0x43 0x00 0x6F 0x00 0x6D 0x00 0x65 0x00 0x64 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x65 0x00 0x6E 0x00 0x74 0x00 0x72 0x00 0x61 0x00 0x6C 0x00 ";"Comedy Central";"143";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12148";"52";"0";"133";"0";"1";"60";"27507";"0";"7";"144";"0";"0x43 0x00 0x6F 0x00 0x6D 0x00 0x65 0x00 0x64 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x65 0x00 0x6E 0x00 0x74 0x00 0x72 0x00 0x61 0x00 0x6C 0x00 0x20 0x00 0x41 0x00 0x75 0x00 0x73 0x00 0x74 0x00 0x72 0x00 0x69 0x00 0x61 0x00 ";"Comedy Central Austria";"144";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10773";"52";"0";"1";"0";"1";"21107";"22008";"0";"1053";"145";"0";"0x43 0x00 0x6F 0x00 0x6D 0x00 0x65 0x00 0x64 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x65 0x00 0x6E 0x00 0x74 0x00 0x72 0x00 0x61 0x00 0x6C 0x00 0x20 0x00 0x48 0x00 0x44 0x00 ";"Comedy Central HD";"145";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10773";"52";"0";"1";"0";"1";"21117";"22008";"0";"1053";"146";"0";"0x43 0x00 0x6F 0x00 0x6D 0x00 0x65 0x00 0x64 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x65 0x00 0x6E 0x00 0x74 0x00 0x72 0x00 0x61 0x00 0x6C 0x00 0x20 0x00 0x48 0x00 0x44 0x00 0x20 0x00 0x41 0x00 0x54 0x00 ";"Comedy Central HD AT";"146";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11508";"52";"0";"1";"1";"1";"7008";"22008";"0";"1020";"147";"0";"0x43 0x00 0x75 0x00 0x62 0x00 0x61 0x00 0x76 0x00 0x69 0x00 0x73 0x00 0x69 0x00 0x6F 0x00 0x6E 0x00 0x20 0x00 0x49 0x00 0x6E 0x00 0x74 0x00 0x65 0x00 0x72 0x00 0x6E 0x00 0x61 0x00 0x63 0x00 0x69 0x00 0x6F 0x00 0x6E 0x00 0x61 0x00 0x6C 0x00 ";"Cubavision Internacional";"147";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12265";"52";"0";"1";"0";"2";"28471";"27507";"0";"1093";"148";"0";"0x44 0x00 0x41 0x00 0x53 0x00 0x44 0x00 0x49 0x00 0x4E 0x00 0x47 0x00 ";"DASDING";"148";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12148";"52";"0";"133";"0";"1";"65";"27507";"0";"7";"149";"0";"0x44 0x00 0x45 0x00 0x4C 0x00 0x55 0x00 0x58 0x00 0x45 0x00 0x20 0x00 0x4D 0x00 0x55 0x00 0x53 0x00 0x49 0x00 0x43 0x00 ";"DELUXE MUSIC";"149";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11156";"52";"0";"1";"1";"1";"30511";"22008";"0";"1046";"150";"0";"0x44 0x00 0x49 0x00 0x53 0x00 0x43 0x00 0x4F 0x00 0x56 0x00 0x45 0x00 0x52 0x00 0x59 0x00 ";"DISCOVERY";"150";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12207";"52";"0";"1";"1";"1";"9007";"29702";"0";"1090";"151";"0";"0x44 0x00 0x49 0x00 0x53 0x00 0x4E 0x00 0x45 0x00 0x59 0x00 0x20 0x00 0x43 0x00 0x48 0x00 0x41 0x00 0x4E 0x00 0x4E 0x00 0x45 0x00 0x4C 0x00 ";"DISNEY CHANNEL";"151";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11156";"52";"0";"1";"1";"1";"30506";"22008";"0";"1046";"152";"0";"0x44 0x00 0x49 0x00 0x53 0x00 0x4E 0x00 0x45 0x00 0x59 0x00 0x20 0x00 0x58 0x00 0x44 0x00 ";"DISNEY XD";"152";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12480";"52";"0";"133";"1";"1";"63";"27507";"0";"33";"153";"0";"0x44 0x00 0x4D 0x00 0x41 0x00 0x58 0x00 ";"DMAX";"153";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12148";"52";"0";"133";"0";"1";"73";"27507";"0";"7";"154";"0";"0x44 0x00 0x4D 0x00 0x41 0x00 0x58 0x00 0x20 0x00 0x41 0x00 0x75 0x00 0x73 0x00 0x74 0x00 0x72 0x00 0x69 0x00 0x61 0x00 ";"DMAX Austria";"154";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12574";"52";"0";"1";"0";"1";"5402";"22008";"0";"1109";"155";"0";"0x44 0x00 0x4D 0x00 0x41 0x00 0x58 0x00 0x20 0x00 0x48 0x00 0x44 0x00 ";"DMAX HD";"155";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12574";"52";"0";"1";"0";"1";"5422";"22008";"0";"1109";"156";"0";"0x44 0x00 0x4D 0x00 0x41 0x00 0x58 0x00 0x20 0x00 0x48 0x00 0x44 0x00 0x20 0x00 0x41 0x00 0x75 0x00 0x73 0x00 0x74 0x00 0x72 0x00 0x69 0x00 0x61 0x00 ";"DMAX HD Austria";"156";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11953";"52";"0";"1";"0";"2";"28015";"27507";"0";"1079";"157";"0";"0x44 0x00 0x52 0x00 0x61 0x00 0x64 0x00 0x69 0x00 0x6F 0x00 0x20 0x00 0x44 0x00 0x6F 0x00 0x6B 0x00 0x44 0x00 0x65 0x00 0x62 0x00 ";"DRadio DokDeb";"157";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11626";"52";"0";"1";"1";"1";"4430";"22008";"0";"1028";"158";"0";"0x44 0x00 0x57 0x00 0x20 0x00 0x45 0x00 0x6E 0x00 0x67 0x00 0x6C 0x00 0x69 0x00 0x73 0x00 0x68 0x00 ";"DW English";"158";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11836";"52";"0";"1";"0";"1";"28106";"27507";"0";"1101";"159";"0";"0x44 0x00 0x61 0x00 0x73 0x00 0x20 0x00 0x45 0x00 0x72 0x00 0x73 0x00 0x74 0x00 0x65 0x00 ";"Das Erste";"159";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11493";"52";"0";"1";"0";"1";"10301";"22008";"0";"1019";"160";"0";"0x44 0x00 0x61 0x00 0x73 0x00 0x20 0x00 0x45 0x00 0x72 0x00 0x73 0x00 0x74 0x00 0x65 0x00 0x20 0x00 0x48 0x00 0x44 0x00 ";"Das Erste HD";"160";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12633";"52";"0";"1";"0";"1";"12623";"22008";"0";"1113";"161";"0";"0x44 0x00 0x61 0x00 0x74 0x00 0x65 0x00 0x4C 0x00 0x69 0x00 0x6E 0x00 0x65 0x00 ";"DateLine";"161";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10803";"52";"0";"1";"0";"1";"5503";"22008";"0";"1055";"162";"0";"0x44 0x00 0x65 0x00 0x6C 0x00 0x75 0x00 0x78 0x00 0x65 0x00 0x20 0x00 0x4D 0x00 0x75 0x00 0x73 0x00 0x69 0x00 0x63 0x00 0x20 0x00 0x48 0x00 0x44 0x00 ";"Deluxe Music HD";"162";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10803";"52";"0";"1";"0";"1";"5513";"22008";"0";"1055";"163";"0";"0x44 0x00 0x65 0x00 0x6C 0x00 0x75 0x00 0x78 0x00 0x65 0x00 0x20 0x00 0x4D 0x00 0x75 0x00 0x73 0x00 0x69 0x00 0x63 0x00 0x20 0x00 0x48 0x00 0x44 0x00 0x20 0x00 0x41 0x00 0x75 0x00 0x73 0x00 0x74 0x00 0x72 0x00 0x69 0x00 0x61 0x00 ";"Deluxe Music HD Austria";"163";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12633";"52";"0";"1";"0";"1";"12615";"22008";"0";"1113";"164";"0";"0x44 0x00 0x65 0x00 0x75 0x00 0x74 0x00 0x73 0x00 0x63 0x00 0x68 0x00 0x65 0x00 0x20 0x00 0x47 0x00 0x69 0x00 0x72 0x00 0x6C 0x00 0x73 0x00 0x20 0x00 0x32 0x00 0x34 0x00 0x20 0x00 0x54 0x00 0x56 0x00 ";"Deutsche Girls 24 TV";"164";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12633";"52";"0";"1";"0";"1";"12604";"22008";"0";"1113";"165";"0";"0x44 0x00 0x65 0x00 0x75 0x00 0x74 0x00 0x73 0x00 0x63 0x00 0x68 0x00 0x65 0x00 0x73 0x00 0x20 0x00 0x4D 0x00 0x75 0x00 0x73 0x00 0x69 0x00 0x6B 0x00 0x20 0x00 0x46 0x00 0x65 0x00 0x72 0x00 0x6E 0x00 0x73 0x00 0x65 0x00 0x68 0x00 0x65 0x00 0x6E 0x00 ";"Deutsches Musik Fernsehen";"165";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11288";"52";"0";"1";"1";"1";"4225";"22008";"0";"1006";"166";"0";"0x44 0x00 0x65 0x00 0x75 0x00 0x74 0x00 0x73 0x00 0x63 0x00 0x68 0x00 0x6C 0x00 0x61 0x00 0x6E 0x00 0x64 0x00 0x20 0x00 0x56 0x00 0x6F 0x00 0x7A 0x00 0x72 0x00 0x6F 0x00 0x7A 0x00 0x68 0x00 0x64 0x00 0x65 0x00 0x6E 0x00 0x69 0x00 0x65 0x00 ";"Deutschland Vozrozhdenie";"166";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11421";"52";"0";"1";"0";"1";"4713";"22008";"0";"1015";"167";"0";"0x44 0x00 0x69 0x00 0x65 0x00 0x20 0x00 0x4E 0x00 0x65 0x00 0x75 0x00 0x65 0x00 0x20 0x00 0x5A 0x00 0x65 0x00 0x69 0x00 0x74 0x00 0x20 0x00 0x54 0x00 0x56 0x00 ";"Die Neue Zeit TV";"167";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12460";"52";"0";"133";"0";"1";"1793";"27507";"0";"5";"168";"0";"0x44 0x00 0x69 0x00 0x73 0x00 0x6E 0x00 0x65 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x68 0x00 0x61 0x00 0x6E 0x00 0x6E 0x00 0x65 0x00 0x6C 0x00 ";"Disney Channel";"168";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10803";"52";"0";"1";"0";"1";"5500";"22008";"0";"1055";"169";"0";"0x44 0x00 0x69 0x00 0x73 0x00 0x6E 0x00 0x65 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x68 0x00 0x61 0x00 0x6E 0x00 0x6E 0x00 0x65 0x00 0x6C 0x00 0x20 0x00 0x48 0x00 0x44 0x00 ";"Disney Channel HD";"169";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"10803";"52";"0";"1";"0";"1";"5510";"22008";"0";"1055";"170";"0";"0x44 0x00 0x69 0x00 0x73 0x00 0x6E 0x00 0x65 0x00 0x79 0x00 0x20 0x00 0x43 0x00 0x68 0x00 0x61 0x00 0x6E 0x00 0x6E 0x00 0x65 0x00 0x6C 0x00 0x20 0x00 0x48 0x00 0x44 0x00 0x20 0x00 0x41 0x00 0x75 0x00 0x73 0x00 0x74 0x00 0x72 0x00 0x69 0x00 0x61 0x00 ";"Disney Channel HD Austria";"170";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11953";"52";"0";"1";"0";"2";"28013";"27507";"0";"1079";"171";"0";"0x44 0x00 0x6C 0x00 0x66 0x00 ";"Dlf";"171";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11953";"52";"0";"1";"0";"2";"28012";"27507";"0";"1079";"172";"0";"0x44 0x00 0x6C 0x00 0x66 0x00 0x20 0x00 0x4B 0x00 0x75 0x00 0x6C 0x00 0x74 0x00 0x75 0x00 0x72 0x00 ";"Dlf Kultur";"172";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11953";"52";"0";"1";"0";"2";"28017";"27507";"0";"1079";"173";"0";"0x44 0x00 0x6C 0x00 0x66 0x00 0x20 0x00 0x4E 0x00 0x6F 0x00 0x76 0x00 0x61 0x00 ";"Dlf Nova";"173";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"11611";"52";"0";"1";"0";"1";"5141";"22008";"0";"1027";"174";"0";"0x44 0x00 0x6F 0x00 0x6D 0x00 0x61 0x00 0x73 0x00 0x68 0x00 0x6E 0x00 0x69 0x00 0x79 0x00 0x20 0x00 0x49 0x00 0x6E 0x00 0x74 0x00 ";"Domashniy Int";"174";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
"3";"12633";"52";"0";"1";"0";"1";"12618";"22008";"0";"1113";"175";"0";"0x44 0x00 0x72 0x00 0x65 0x00 0x61 0x00 0x6D 0x00 0x67 0x00 0x69 0x00 0x72 0x00 0x6C 0x00 0x73 0x00 0x32 0x00 0x34 0x00 0x20 0x00 0x54 0x00 0x56 0x00 0x20 0x00 0x74 0x00 0x65 0x00 0x6D 0x00 0x70 0x00 ";"Dreamgirls24 TV temp";"175";"0";"0";"0";"0x41 0x00 0x53 0x00 0x54 0x00 0x52 0x00 0x41 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0x45 0x00 0x20 0x00 0x31 0x00 0x39 0x00 0x2E 0x00 0x32 0x00 0xC2 0x00 0xB0 0x00 0x45 0x00 ";"ASTRA 19.2E 19.2E";"0";"0";"0";"0"
