Encoding;Encryption;Frequency;Genre;Language;Model;Name;Orb;Pay;Pol.;Pos.;Quality;SR;Satellite;Transponder;Type
mpeg-2;none;12633;Shopping;German;;Juwelo;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Shopping;German;;Legenden;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Adults;German;;Mannersache;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Promo;German;;Promo Satellite Broadcast Media;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Adults;German;;Mobilesex;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Adults;German;;Mobile Dirty;19.2°E;Free;h;;sd;22000;1n;1.113;tv
;none;12633;;German;;Radio Planet;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Gloria Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Harmony Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Hbr Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Deutschland Hcjb Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Paloma Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;Regenbogen Radio;19.2°E;Free;h;;;22000;1n;1.113;radio
;none;12633;;German;;2 Regenbogen;19.2°E;Free;h;;;22000;1n;1.113;radio
mpeg-4;none;12633;Entertainment General;German;;Rheinmain;19.2°E;Free;h;;sd;22000;1n;1.113;tv
mpeg-2;none;12633;Adults;German;;Traumfrauen;19.2°E;Free;h;;sd;22000;1n;1.113;tv
;none;12663;;German;;Hitradio;19.2°E;Free;h;;;22000;1n;1.115;radio
mpeg-4;none;12663;;German;;Innviertel 1;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-4;none;12663;;German;;;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-4;none;12663;;German;;1;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-2;none;12663;;German;;Austria Nitro;19.2°E;Free;h;;sd;22000;1n;1.115;tv
;none;12663;;German;;;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Burgenland Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;4 Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Karnten Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Osterreich Maria Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Niederosterreich Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Oberosterreich Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Salzburg Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Steiermark Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Tirol Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Tirol Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Vorarlberg Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
;none;12663;;German;;Wien Radio;19.2°E;Free;h;;;22000;1n;1.115;radio
mpeg-2;none;12663;;German;;Deutschland Servus;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-2;none;12663;;German;;Austria Sixx;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-4;none;12663;;German;;Oberosterreich 1;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-2;none;12663;Adults;German;;Visitx;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-2;none;12663;;German;;Wunder Der Welt;19.2°E;Free;h;;sd;22000;1n;1.115;tv
mpeg-2;none;12692;Music;German;;Folx;19.2°E;Free;h;;sd;22000;1n;1.117;tv
mpeg-4;none;12692;Music;German;;Hitradio;19.2°E;Free;h;;hd;22000;1n;1.117;tv
mpeg-4;none;12692;News;German;;Austria Ntv;19.2°E;Free;h;;sd;22000;1n;1.117;tv
mpeg-2;none;12692;Entertainment General;German;;Europe 2 Orf;19.2°E;Free;h;;sd;22000;1n;1.117;tv
mpeg-2;none;12692;Entertainment General;German;;Wien 2 Orf;19.2°E;Free;h;;sd;22000;1n;1.117;tv
mpeg-2;none;12692;;German;;Ric;19.2°E;Free;h;;sd;22000;1n;1.117;tv
mpeg-2;none;12692;Shopping;German;;Direct 24 Shop;19.2°E;Free;h;;sd;22000;1n;1.117;tv
